Time;Urban, 9m;Urban, 13m;Coach, 13m;Urban, 13m, double deck;Coach, 13m, double deck;Urban, 18m;Target speed, city;Target speed, coach
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;100
;0;0;69.2779;0;69.2779;0;0;79.6305
;0;0;69.2779;0;69.2779;0;0;79
;0;0;69.2779;0;69.2779;0;0;79
