,powertrain,euro_class,type,Component,hot
1553,ICEV-p,7.0,diurnal,N2O,0.0
1554,ICEV-p,7.0,diurnal,NH3,0.0
1555,ICEV-p,7.0,diurnal,NMHC,0.907562017440796
1556,ICEV-p,7.0,diurnal,NO2,0.0
1557,ICEV-p,7.0,diurnal,NOx,0.0
1558,ICEV-p,7.0,diurnal,PM2.5,0.0
1559,ICEV-p,7.0,diurnal,Pb,0.0
1560,ICEV-p,7.0,running losses,Benzene,1.0247330313480527e-05
1561,ICEV-p,7.0,running losses,CH4,0.0
1562,ICEV-p,7.0,running losses,CO,0.0
1563,ICEV-p,7.0,running losses,FC_MJ,0.0
1564,ICEV-p,7.0,running losses,HC,0.0012809162144549193
1565,ICEV-p,7.0,running losses,N2O,0.0
1566,ICEV-p,7.0,running losses,NH3,0.0
1567,ICEV-p,7.0,running losses,NMHC,0.0012809162144549193
1568,ICEV-p,7.0,running losses,NO2,0.0
1569,ICEV-p,7.0,running losses,NOx,0.0
1570,ICEV-p,7.0,running losses,PM2.5,0.0
1571,ICEV-p,7.0,running losses,Pb,0.0
1572,ICEV-p,7.0,soak,Benzene,0.000352899311110377
1573,ICEV-p,7.0,soak,CH4,0.0
1574,ICEV-p,7.0,soak,CO,0.0
1575,ICEV-p,7.0,soak,FC_MJ,0.0
1576,ICEV-p,7.0,soak,HC,0.0441124103963375
1577,ICEV-p,7.0,soak,N2O,0.0
1578,ICEV-p,7.0,soak,NH3,0.0
1579,ICEV-p,7.0,soak,NMHC,0.0441124103963375
1580,ICEV-p,7.0,soak,NO2,0.0
1581,ICEV-p,7.0,soak,NOx,0.0
1582,ICEV-p,7.0,soak,PM2.5,0.0
1583,ICEV-p,7.0,soak,Pb,0.0
