size,powertrain,euro_class,component,value
Motorcycle 11-35kW,ICEV-p,4,Acetone,0.0001
Motorcycle 11-35kW,ICEV-p,4,Methyl ethyl ketone,0
Motorcycle 11-35kW,ICEV-p,4,Acrolein,0
Motorcycle 11-35kW,ICEV-p,4,Styrene,0.0002
Motorcycle 11-35kW,ICEV-p,4,PAHs,1.92E-11
Motorcycle 11-35kW,ICEV-p,4,Arsenic,1.66E-13
Motorcycle 11-35kW,ICEV-p,4,Selenium,1.11E-13
Motorcycle 11-35kW,ICEV-p,4,Zinc,1.19E-09
Motorcycle 11-35kW,ICEV-p,4,Copper,2.32E-11
Motorcycle 11-35kW,ICEV-p,4,Nickel,7.18E-12
Motorcycle 11-35kW,ICEV-p,4,Chromium,8.83E-12
Motorcycle 11-35kW,ICEV-p,4,Chromium VI,1.77E-14
Motorcycle 11-35kW,ICEV-p,4,Mercury,4.81E-12
Motorcycle 11-35kW,ICEV-p,4,Cadmium,5.96E-12
Motorcycle 11-35kW,ICEV-p,5,Carbon monoxide,0.0835
Motorcycle 11-35kW,ICEV-p,5,Nitrogen oxides,0.0062
Motorcycle 11-35kW,ICEV-p,5,Non-methane hydrocarbon,0.0069
Motorcycle 11-35kW,ICEV-p,5,Particulate matters 2.5,0.0014
Motorcycle 11-35kW,ICEV-p,5,Methane,0.0217
Motorcycle 11-35kW,ICEV-p,5,Ammonia,0.0006
Motorcycle 11-35kW,ICEV-p,5,Dinitrogen oxide,0.0006
Motorcycle 11-35kW,ICEV-p,5,Ethane,0.0004
Motorcycle 11-35kW,ICEV-p,5,Propane,0.0001
Motorcycle 11-35kW,ICEV-p,5,Butane,0.0007
Motorcycle 11-35kW,ICEV-p,5,Pentane,0.0003
Motorcycle 11-35kW,ICEV-p,5,Hexane,0.0002
Motorcycle 11-35kW,ICEV-p,5,Cyclohexane,0.0001
Motorcycle 11-35kW,ICEV-p,5,Heptane,0.0001
Motorcycle 11-35kW,ICEV-p,5,Ethene,0.001
Motorcycle 11-35kW,ICEV-p,5,Propene,0.0005
Motorcycle 11-35kW,ICEV-p,5,1-Pentene,0
Motorcycle 11-35kW,ICEV-p,5,Toluene,0.0015
Motorcycle 11-35kW,ICEV-p,5,m-Xylene,0.0007
Motorcycle 11-35kW,ICEV-p,5,o-Xylene,0.0003
Motorcycle 11-35kW,ICEV-p,5,Formaldehyde,0.0002
Motorcycle 11-35kW,ICEV-p,5,Acetaldehyde,0.0001
Motorcycle 11-35kW,ICEV-p,5,Benzaldehyde,0
Motorcycle 11-35kW,ICEV-p,5,Acetone,0.0001
Motorcycle 11-35kW,ICEV-p,5,Methyl ethyl ketone,0
Motorcycle 11-35kW,ICEV-p,5,Acrolein,0
Motorcycle 11-35kW,ICEV-p,5,Styrene,0.0001
Motorcycle 11-35kW,ICEV-p,5,PAHs,1.92E-11
Motorcycle 11-35kW,ICEV-p,5,Arsenic,1.66E-13
Motorcycle 11-35kW,ICEV-p,5,Selenium,1.11E-13
Motorcycle 11-35kW,ICEV-p,5,Zinc,1.19E-09
Motorcycle 11-35kW,ICEV-p,5,Copper,2.32E-11
Motorcycle 11-35kW,ICEV-p,5,Nickel,7.18E-12
Motorcycle 11-35kW,ICEV-p,5,Chromium,8.83E-12
Motorcycle 11-35kW,ICEV-p,5,Chromium VI,1.77E-14
Motorcycle 11-35kW,ICEV-p,5,Mercury,4.81E-12
Motorcycle 11-35kW,ICEV-p,5,Cadmium,5.96E-12
Motorcycle >35kW,ICEV-p,1,Carbon monoxide,4.9758
Motorcycle >35kW,ICEV-p,1,Nitrogen oxides,0.0596
Motorcycle >35kW,ICEV-p,1,Non-methane hydrocarbon,0.7872
Motorcycle >35kW,ICEV-p,1,Particulate matters 2.5,0.0064
Motorcycle >35kW,ICEV-p,1,Methane,0.0295
Motorcycle >35kW,ICEV-p,1,Methane,0.0295
Motorcycle >35kW,ICEV-p,1,Methane,0.0295
Motorcycle >35kW,ICEV-p,1,Ammonia,0.0006
Motorcycle >35kW,ICEV-p,1,Dinitrogen oxide,0.0006
Motorcycle >35kW,ICEV-p,1,Ethane,0.0009
Motorcycle >35kW,ICEV-p,1,Propane,0.0002
Motorcycle >35kW,ICEV-p,1,Butane,0.0015
Motorcycle >35kW,ICEV-p,1,Pentane,0.0006
Motorcycle >35kW,ICEV-p,1,Hexane,0.0005
Motorcycle >35kW,ICEV-p,1,Cyclohexane,0.0003
Motorcycle >35kW,ICEV-p,1,Heptane,0.0002
Motorcycle >35kW,ICEV-p,1,Ethene,0.0022
Motorcycle >35kW,ICEV-p,1,Propene,0.0011
Motorcycle >35kW,ICEV-p,1,1-Pentene,0
Motorcycle >35kW,ICEV-p,1,Toluene,0.0032
Motorcycle >35kW,ICEV-p,1,m-Xylene,0.0016
Motorcycle >35kW,ICEV-p,1,o-Xylene,0.0007
Motorcycle >35kW,ICEV-p,1,Formaldehyde,0.0005
Motorcycle >35kW,ICEV-p,1,Acetaldehyde,0.0002
Motorcycle >35kW,ICEV-p,1,Benzaldehyde,0.0001
Motorcycle >35kW,ICEV-p,1,Acetone,0.0002
Motorcycle >35kW,ICEV-p,1,Methyl ethyl ketone,0
Motorcycle >35kW,ICEV-p,1,Acrolein,0.0001
Motorcycle >35kW,ICEV-p,1,Styrene,0.0003
Motorcycle >35kW,ICEV-p,1,PAHs,1.92E-11
Motorcycle >35kW,ICEV-p,1,Arsenic,1.66E-13
Motorcycle >35kW,ICEV-p,1,Selenium,1.11E-13
Motorcycle >35kW,ICEV-p,1,Zinc,1.19E-09
Motorcycle >35kW,ICEV-p,1,Copper,2.32E-11
Motorcycle >35kW,ICEV-p,1,Nickel,7.18E-12
Motorcycle >35kW,ICEV-p,1,Chromium,8.83E-12
Motorcycle >35kW,ICEV-p,1,Chromium VI,1.77E-14
Motorcycle >35kW,ICEV-p,1,Mercury,4.81E-12
Motorcycle >35kW,ICEV-p,1,Cadmium,5.96E-12
Motorcycle >35kW,ICEV-p,2,Carbon monoxide,1.6987
Motorcycle >35kW,ICEV-p,2,Nitrogen oxides,0.0565
Motorcycle >35kW,ICEV-p,2,Non-methane hydrocarbon,0.1593
Motorcycle >35kW,ICEV-p,2,Particulate matters 2.5,0.0017
Motorcycle >35kW,ICEV-p,2,Methane,0.0253
Motorcycle >35kW,ICEV-p,2,Ammonia,0.0007
Motorcycle >35kW,ICEV-p,2,Dinitrogen oxide,0.0007
Motorcycle >35kW,ICEV-p,2,Ethane,0.01
Motorcycle >35kW,ICEV-p,2,Propane,0.0022
Motorcycle >35kW,ICEV-p,2,Butane,0.0163
Motorcycle >35kW,ICEV-p,2,Pentane,0.0069
Motorcycle >35kW,ICEV-p,2,Hexane,0.005
Motorcycle >35kW,ICEV-p,2,Cyclohexane,0.0034
Motorcycle >35kW,ICEV-p,2,Heptane,0.0022
Motorcycle >35kW,ICEV-p,2,Ethene,0.0229
Motorcycle >35kW,ICEV-p,2,Propene,0.0119
Motorcycle >35kW,ICEV-p,2,1-Pentene,0.0003
Motorcycle >35kW,ICEV-p,2,Toluene,0.0345
Motorcycle >35kW,ICEV-p,2,m-Xylene,0.0169
Motorcycle >35kW,ICEV-p,2,o-Xylene,0.0072
Motorcycle >35kW,ICEV-p,2,Formaldehyde,0.0053
Motorcycle >35kW,ICEV-p,2,Acetaldehyde,0.0025
Motorcycle >35kW,ICEV-p,2,Benzaldehyde,0.0006
Motorcycle >35kW,ICEV-p,2,Acetone,0.0019
Motorcycle >35kW,ICEV-p,2,Methyl ethyl ketone,0.0003
Motorcycle >35kW,ICEV-p,2,Acrolein,0.0006
Motorcycle >35kW,ICEV-p,2,Styrene,0.0031
Motorcycle >35kW,ICEV-p,2,PAHs,1.92E-11
Motorcycle >35kW,ICEV-p,2,Arsenic,1.66E-13
Motorcycle >35kW,ICEV-p,2,Selenium,1.11E-13
Motorcycle >35kW,ICEV-p,2,Zinc,1.19E-09
Motorcycle >35kW,ICEV-p,2,Copper,2.32E-11
Motorcycle >35kW,ICEV-p,2,Nickel,7.18E-12
Motorcycle >35kW,ICEV-p,2,Chromium,8.83E-12
Motorcycle >35kW,ICEV-p,2,Chromium VI,1.77E-14
Motorcycle >35kW,ICEV-p,2,Mercury,4.81E-12
Motorcycle >35kW,ICEV-p,2,Cadmium,5.96E-12
Motorcycle >35kW,ICEV-p,3,Carbon monoxide,0.1488
Motorcycle >35kW,ICEV-p,3,Nitrogen oxides,0.0158
Motorcycle >35kW,ICEV-p,3,Non-methane hydrocarbon,0.0332
Motorcycle >35kW,ICEV-p,3,Particulate matters 2.5,0.0011
Motorcycle >35kW,ICEV-p,3,Methane,0.0091
Motorcycle >35kW,ICEV-p,3,Ammonia,0.0004
Motorcycle >35kW,ICEV-p,3,Dinitrogen oxide,0.0004
Motorcycle >35kW,ICEV-p,3,Ethane,0.0021
Motorcycle >35kW,ICEV-p,3,Propane,0.0005
Motorcycle >35kW,ICEV-p,3,Butane,0.0034
Motorcycle >35kW,ICEV-p,3,Pentane,0.0014
Motorcycle >35kW,ICEV-p,3,Hexane,0.001
Motorcycle >35kW,ICEV-p,3,Cyclohexane,0.0007
Motorcycle >35kW,ICEV-p,3,Heptane,0.0005
Motorcycle >35kW,ICEV-p,3,Ethene,0.0048
Motorcycle >35kW,ICEV-p,3,Propene,0.0025
Motorcycle >35kW,ICEV-p,3,1-Pentene,0.0001
Motorcycle >35kW,ICEV-p,3,Toluene,0.0072
Motorcycle >35kW,ICEV-p,3,m-Xylene,0.0035
Motorcycle >35kW,ICEV-p,3,o-Xylene,0.0015
Motorcycle >35kW,ICEV-p,3,Formaldehyde,0.0011
Motorcycle >35kW,ICEV-p,3,Acetaldehyde,0.0005
Motorcycle >35kW,ICEV-p,3,Benzaldehyde,0.0001
Motorcycle >35kW,ICEV-p,3,Acetone,0.0004
Motorcycle >35kW,ICEV-p,3,Methyl ethyl ketone,0.0001
Motorcycle >35kW,ICEV-p,3,Acrolein,0.0001
Motorcycle >35kW,ICEV-p,3,Styrene,0.0007
Motorcycle >35kW,ICEV-p,3,PAHs,1.92E-11
Motorcycle >35kW,ICEV-p,3,Arsenic,1.66E-13
Motorcycle >35kW,ICEV-p,3,Selenium,1.11E-13
Motorcycle >35kW,ICEV-p,3,Zinc,1.19E-09
Motorcycle >35kW,ICEV-p,3,Copper,2.32E-11
Motorcycle >35kW,ICEV-p,3,Nickel,7.18E-12
Motorcycle >35kW,ICEV-p,3,Chromium,8.83E-12
Motorcycle >35kW,ICEV-p,3,Chromium VI,1.77E-14
Motorcycle >35kW,ICEV-p,3,Mercury,4.81E-12
Motorcycle >35kW,ICEV-p,3,Cadmium,5.96E-12
Motorcycle >35kW,ICEV-p,4,Carbon monoxide,0.0951
Motorcycle >35kW,ICEV-p,4,Nitrogen oxides,0.007
Motorcycle >35kW,ICEV-p,4,Non-methane hydrocarbon,0.0117
Motorcycle >35kW,ICEV-p,4,Particulate matters 2.5,0.0014
Motorcycle >35kW,ICEV-p,4,Methane,0.0115
Motorcycle >35kW,ICEV-p,4,Ammonia,0.0006
Motorcycle >35kW,ICEV-p,4,Dinitrogen oxide,0.0006
Motorcycle >35kW,ICEV-p,4,Ethane,0.0007
Motorcycle >35kW,ICEV-p,4,Propane,0.0002
Motorcycle >35kW,ICEV-p,4,Butane,0.0012
Motorcycle >35kW,ICEV-p,4,Pentane,0.0005
Motorcycle >35kW,ICEV-p,4,Hexane,0.0004
Motorcycle >35kW,ICEV-p,4,Cyclohexane,0.0003
Motorcycle >35kW,ICEV-p,4,Heptane,0.0002
Motorcycle >35kW,ICEV-p,4,Ethene,0.0017
Motorcycle >35kW,ICEV-p,4,Propene,0.0009
Motorcycle >35kW,ICEV-p,4,1-Pentene,0
Motorcycle >35kW,ICEV-p,4,Toluene,0.0025
Motorcycle >35kW,ICEV-p,4,m-Xylene,0.0012
Motorcycle >35kW,ICEV-p,4,o-Xylene,0.0005
Motorcycle >35kW,ICEV-p,4,Formaldehyde,0.0004
Motorcycle >35kW,ICEV-p,4,Acetaldehyde,0.0002
Motorcycle >35kW,ICEV-p,4,Benzaldehyde,0
Motorcycle >35kW,ICEV-p,4,Acetone,0.0001
Motorcycle >35kW,ICEV-p,4,Methyl ethyl ketone,0
Motorcycle >35kW,ICEV-p,4,Acrolein,0
Motorcycle >35kW,ICEV-p,4,Styrene,0.0002
Motorcycle >35kW,ICEV-p,4,PAHs,1.92E-11
Motorcycle >35kW,ICEV-p,4,Arsenic,1.66E-13
Motorcycle >35kW,ICEV-p,4,Selenium,1.11E-13
Motorcycle >35kW,ICEV-p,4,Zinc,1.19E-09
Motorcycle >35kW,ICEV-p,4,Copper,2.32E-11
Motorcycle >35kW,ICEV-p,4,Nickel,7.18E-12
Motorcycle >35kW,ICEV-p,4,Chromium,8.83E-12
Motorcycle >35kW,ICEV-p,4,Chromium VI,1.77E-14
Motorcycle >35kW,ICEV-p,4,Mercury,4.81E-12
Motorcycle >35kW,ICEV-p,4,Cadmium,5.96E-12
Motorcycle >35kW,ICEV-p,5,Carbon monoxide,0.0835
Motorcycle >35kW,ICEV-p,5,Nitrogen oxides,0.0048
Motorcycle >35kW,ICEV-p,5,Non-methane hydrocarbon,0.0069
Motorcycle >35kW,ICEV-p,5,Particulate matters 2.5,0.0014
Motorcycle >35kW,ICEV-p,5,Methane,0.0115
Motorcycle >35kW,ICEV-p,5,Ammonia,0.0006
Motorcycle >35kW,ICEV-p,5,Dinitrogen oxide,0.0006
Motorcycle >35kW,ICEV-p,5,Ethane,0.0004
Motorcycle >35kW,ICEV-p,5,Propane,0.0001
Motorcycle >35kW,ICEV-p,5,Butane,0.0007
Motorcycle >35kW,ICEV-p,5,Pentane,0.0003
Motorcycle >35kW,ICEV-p,5,Hexane,0.0002
Motorcycle >35kW,ICEV-p,5,Cyclohexane,0.0001
Motorcycle >35kW,ICEV-p,5,Heptane,0.0001
Motorcycle >35kW,ICEV-p,5,Ethene,0.001
Motorcycle >35kW,ICEV-p,5,Propene,0.0005
Motorcycle >35kW,ICEV-p,5,1-Pentene,0
Motorcycle >35kW,ICEV-p,5,Toluene,0.0015
Motorcycle >35kW,ICEV-p,5,m-Xylene,0.0007
Motorcycle >35kW,ICEV-p,5,o-Xylene,0.0003
Motorcycle >35kW,ICEV-p,5,Formaldehyde,0.0002
Motorcycle >35kW,ICEV-p,5,Acetaldehyde,0.0001
Motorcycle >35kW,ICEV-p,5,Benzaldehyde,0
Motorcycle >35kW,ICEV-p,5,Acetone,0.0001
Motorcycle >35kW,ICEV-p,5,Methyl ethyl ketone,0
Motorcycle >35kW,ICEV-p,5,Acrolein,0
Motorcycle >35kW,ICEV-p,5,Styrene,0.0001
Motorcycle >35kW,ICEV-p,5,PAHs,1.92E-11
Motorcycle >35kW,ICEV-p,5,Arsenic,1.66E-13
Motorcycle >35kW,ICEV-p,5,Selenium,1.11E-13
Motorcycle >35kW,ICEV-p,5,Zinc,1.19E-09
Motorcycle >35kW,ICEV-p,5,Copper,2.32E-11
Motorcycle >35kW,ICEV-p,5,Nickel,7.18E-12
Motorcycle >35kW,ICEV-p,5,Chromium,8.83E-12
Motorcycle >35kW,ICEV-p,5,Chromium VI,1.77E-14
Motorcycle >35kW,ICEV-p,5,Mercury,4.81E-12
Motorcycle >35kW,ICEV-p,5,Cadmium,5.96E-12
Moped <4kW,ICEV-p,1,Benzene,1.23E-01
Scooter <4kW,ICEV-p,1,Benzene,9.90E-02
Scooter 4-11kW,ICEV-p,1,Benzene,3.56E-03
Motorcycle 4-11kW,ICEV-p,1,Benzene,3.56E-03
Motorcycle 11-35kW,ICEV-p,1,Benzene,3.66E-03
Motorcycle >35kW,ICEV-p,1,Benzene,3.67E-03
Moped <4kW,ICEV-p,2,Benzene,1.23E-01
Scooter <4kW,ICEV-p,2,Benzene,9.90E-02
Scooter 4-11kW,ICEV-p,2,Benzene,3.56E-03
Motorcycle 4-11kW,ICEV-p,2,Benzene,3.56E-03
Motorcycle 11-35kW,ICEV-p,2,Benzene,3.66E-03
Motorcycle >35kW,ICEV-p,2,Benzene,3.67E-03
Moped <4kW,ICEV-p,3,Benzene,1.23E-01
Scooter <4kW,ICEV-p,3,Benzene,9.90E-02
Scooter 4-11kW,ICEV-p,3,Benzene,3.56E-03
Motorcycle 4-11kW,ICEV-p,3,Benzene,3.56E-03
Motorcycle 11-35kW,ICEV-p,3,Benzene,3.66E-03
Motorcycle >35kW,ICEV-p,3,Benzene,3.67E-03
Moped <4kW,ICEV-p,4,Benzene,6.08E-02
Scooter <4kW,ICEV-p,4,Benzene,3.61E-02
Scooter 4-11kW,ICEV-p,4,Benzene,5.08E-03
Motorcycle 4-11kW,ICEV-p,4,Benzene,5.08E-03
Motorcycle 11-35kW,ICEV-p,4,Benzene,1.29E-03
Motorcycle >35kW,ICEV-p,4,Benzene,1.29E-03
Moped <4kW,ICEV-p,5,Benzene,6.08E-02
Scooter <4kW,ICEV-p,5,Benzene,3.61E-02
Scooter 4-11kW,ICEV-p,5,Benzene,2.99E-03
Motorcycle 4-11kW,ICEV-p,5,Benzene,2.99E-03
Motorcycle 11-35kW,ICEV-p,5,Benzene,7.62E-04
Motorcycle >35kW,ICEV-p,5,Benzene,7.62E-04
