Time;Urban, 9m;Urban, 13m;Coach, 13m;Urban, 13m, double deck;Coach, 13m, double deck;Urban, 18m
5635;0.026297;-0.001;0.014028;0.019001;0.009225;0.0188
5636;0.030058;-0.001;0.014028;0.014561;0.009225;0.022316
5637;0.033008;-0.001;0.014028;0.011051;0.009225;0.026554
5638;0.03488;-0.001;0.013346;0.007516;0.009225;0.030269
5639;0.035811;-0.001;0.012743;0.006567;0.009612;0.03317
5640;0.03595;-0.001;0.012743;0.005477;0.010326;0.034947
5641;0.035022;-0.001;0.012075;0.004;0.011219;0.035853
5642;0.03318;-0.001;0.011457;0.004;0.011784;0.035923
5643;0.030488;-0.001;0.01145;0.004;0.0128;0.034926
5644;0.02657;-0.001;0.010642;0.004;0.013072;0.03304
5645;0.022137;-0.001;0.010171;0.004;0.013072;0.030277
5646;0.017713;-0.001;0.010131;0.004;0.013072;0.026294
5647;0.013419;-0.001;0.009289;0.004;0.013002;0.022073
5648;0.01003;-0.001;0.008956;0.004;0.011801;0.0173
5649;0.006937;-0.001;0.008956;0.004;0.011517;0.013231
5650;0.006349;-0.001;0.008956;0.004;0.010702;0.009682
5651;0.004687;-0.001227;0.008371;0.004;0.010636;0.006788
5652;0.004;-0.001896;0.007623;0.004;0.00972;0.006567
5653;0.004;-0.003236;0.007623;0.004;0.009681;0.004547
5654;0.004;-0.004559;0.007623;0.004;0.009459;0.004
5655;0.004;-0.006948;0.007623;0.004;0.008685;0.004
5656;0.004;-0.00896;0.007623;0.004;0.008659;0.004
5657;0.004;-0.011651;0.007623;0.004;0.008283;0.004
5658;0.004;-0.013685;0.007623;0.004;0.006767;0.004
5659;0.004;-0.015411;0.007668;0.004;0.006767;0.004
5660;0.004;-0.016019;0.008426;0.004;0.005449;0.004
5661;0.004;-0.016801;0.008685;0.004;0.004829;0.004
5662;0.004;-0.017;0.008685;0.004;0.003644;0.004
5663;0.004;-0.016791;0.008685;0.004;0.002891;0.004
5664;0.004;-0.016;0.008685;0.004;0.001358;0.004
5665;0.004;-0.016;0.008685;0.004;0.000703;0.004
5666;0.004;-0.015972;0.008685;0.004;-0.000144;0.004
5667;0.004;-0.015082;0.008685;0.004;-0.000209;0.004
5668;0.004;-0.014437;0.008854;0.004;-0.000209;0.004
5669;0.004;-0.013189;0.009747;0.004;-0.000209;0.004
5670;0.004;-0.011747;0.009747;0.004;-0.000209;0.004
5671;0.004;-0.010066;0.009747;0.004;-0.000209;0.004
5672;0.004;-0.007907;0.009747;0.004;-0.000209;0.004
5673;0.004;-0.005304;0.009747;0.004;-0.000209;0.004
5674;0.004;-0.002822;0.009747;0.004;-0.000209;0.004
5675;0.004;0.000035;0.009747;0.004;-0.000209;0.004
5676;0.004;0.003118;0.009747;0.004;-0.000209;0.004
5677;0.004;0.005765;0.009747;0.004;-0.000209;0.004
5678;0.004;0.00835;0.009747;0.004;-0.000209;0.004
5679;0.004;0.011309;0.009747;0.004;-0.000209;0.004
5680;0.004;0.01405;0.009747;0.004;-0.000209;0.004
5681;0.004;0.016755;0.009747;0.004;-0.000209;0.004
5682;0.004;0.020208;0.009747;0.004;-0.000209;0.004
5683;0.004;0.024082;0.009747;0.004;-0.00017;0.004
5684;0.004;0.028092;0.009747;0.004;0.000691;0.004
5685;0.004;0.031599;0.009747;0.004;0.000848;0.004
5686;0.004;0.034163;0.009747;0.004;0.00171;0.004
5687;0.004;0.035426;0.009747;0.004;0.001867;0.004
5688;0.004;0.036;0.009747;0.004;0.002728;0.004
5689;0.004;0.035579;0.009747;0.004;0.002886;0.004
5690;0.004;0.03408;0.009747;0.004;0.003747;0.004
5691;0.004;0.031808;0.009747;0.004;0.003904;0.004
5692;0.004;0.02844;0.009747;0.004;0.004765;0.004
5693;0.004;0.024054;0.009747;0.004;0.004923;0.004
5694;0.004;0.019821;0.009747;0.004;0.005784;0.004
5695;0.004;0.015089;0.009747;0.004;0.005902;0.004
5696;0.004;0.011485;0.009747;0.004;0.005902;0.004
5697;0.004;0.008166;0.009747;0.004;0.005902;0.004
5698;0.004;0.00635;0.009747;0.004;0.005902;0.004
5699;0.004;0.005726;0.009747;0.004;0.005902;0.004
5700;0.004;0.004;0.009747;0.004;0.005902;0.004
5701;0.004;0.004;0.009747;0.004;0.005902;0.004
5702;0.004;0.004;0.009747;0.004;0.005902;0.004
5703;0.004;0.004;0.009747;0.004;0.005902;0.004
5704;0.004;0.004;0.009747;0.004;0.005902;0.004
5705;0.004;0.004;0.009747;0.004;0.005902;0.004
5706;0.004;0.004;0.009747;0.004;0.005902;0.004
5707;0.004;0.004;0.009747;0.004;0.005902;0.004
5708;0.004;0.004;0.009747;0.004;0.005902;0.004
5709;0.004;0.004;0.009747;0.004;0.005902;0.004
5710;0.004;0.004;0.009747;0.004;0.005902;0.004
5711;0.004;0.004;0.009661;0.004;0.005902;0.004
5712;0.004;0.004;0.008801;0.004;0.005902;0.004
5713;0.004;0.004;0.008671;0.004;0.005902;0.004
5714;0.004;0.004;0.008671;0.004;0.005902;0.004
5715;0.004;0.004;0.008671;0.004;0.005902;0.004
5716;0.004;0.004;0.008671;0.004;0.005902;0.004
5717;0.004;0.004;0.008671;0.004;0.005902;0.004
5718;0.004;0.004;0.008671;0.004;0.005902;0.004
5719;0.004;0.004;0.008671;0.004;0.005902;0.004
5720;0.004;0.004;0.008289;0.004;0.005902;0.004
5721;0.004;0.004;0.007475;0.004;0.005902;0.004
5722;0.004;0.004;0.007475;0.004;0.005902;0.004
5723;0.004;0.004;0.007475;0.004;0.005902;0.004
5724;0.004;0.004;0.007475;0.004;0.005902;0.004
5725;0.004;0.004;0.007475;0.004;0.005902;0.004
5726;0.004;0.004;0.007475;0.003874;0.005902;0.004
5727;0.004;0.004;0.007475;0.000972;0.005902;0.004
5728;0.004;0.004;0.007475;-0.003059;0.005902;0.004
5729;0.004;0.004;0.007475;-0.007925;0.005902;0.004
5730;0.004;0.004;0.007475;-0.014328;0.005902;0.004
5731;0.004;0.004;0.007475;-0.02286;0.006632;0.004
5732;0.004;0.004;0.007475;-0.031235;0.007141;0.004
5733;0.004;0.004;0.007475;-0.039194;0.007913;0.004
5734;0.004;0.004;0.007475;-0.046354;0.008451;0.004
5735;0.004;0.004;0.007475;-0.052124;0.008493;0.004
5736;0.004;0.004;0.007475;-0.05649;0.009407;0.004
5737;0.003359;0.004;0.007475;-0.058845;0.009533;0.004
5738;-0.000134;0.004;0.007475;-0.059939;0.009836;0.004
5739;-0.004084;0.004;0.007475;-0.06;0.010565;0.003215
5740;-0.009871;0.004;0.007475;-0.06;0.010597;-0.000532
5741;-0.017012;0.004;0.007475;-0.06;0.010597;-0.004569
5742;-0.024491;0.004;0.007475;-0.06;0.010597;-0.010171
5743;-0.033559;0.004;0.007475;-0.06;0.010597;-0.017726
5744;-0.04128;0.004;0.007475;-0.06;0.010281;-0.025206
5745;-0.048248;0.004;0.007475;-0.06;0.009525;-0.0342
5746;-0.053772;0.004;0.007475;-0.06;0.009111;-0.041856
5747;-0.057177;0.004;0.007475;-0.06;0.008198;-0.048692
5748;-0.059329;0.004;0.007475;-0.06;0.008158;-0.054026
5749;-0.06;0.004;0.007475;-0.06;0.007459;-0.057523
5750;-0.06;0.004;0.007475;-0.06;0.007063;-0.059407
5751;-0.06;0.004;0.007475;-0.06;0.006781;-0.06
5752;-0.06;0.004;0.007475;-0.06;0.00601;-0.06
5753;-0.06;0.004;0.007475;-0.06;0.005968;-0.06
5754;-0.06;0.004;0.007475;-0.06;0.005968;-0.06
5755;-0.06;0.004;0.007475;-0.06;0.005968;-0.06
5756;-0.06;0.004;0.007475;-0.06;0.005968;-0.06
5757;-0.06;0.004;0.007475;-0.06;0.005968;-0.06
5758;-0.06;0.004;0.007475;-0.06;0.005968;-0.06
5759;-0.06;0.004;0.007475;-0.06;0.005968;-0.06
5760;-0.06;0.004;0.007475;-0.06;0.005968;-0.06
5761;-0.06;0.004;0.007475;-0.06;0.005968;-0.06
5762;-0.06;0.004;0.007475;-0.06;0.005968;-0.06
5763;-0.06;0.004;0.007475;-0.06;0.005968;-0.06
5764;-0.06;0.004;0.007475;-0.06;0.005968;-0.06
5765;-0.06;0.004;0.007475;-0.06;0.005968;-0.06
5766;-0.06;0.004;0.007475;-0.06;0.005968;-0.06
5767;-0.06;0.004;0.007475;-0.06;0.005968;-0.06
5768;-0.06;0.004;0.007475;-0.06;0.005968;-0.06
5769;-0.06;0.004;0.007475;-0.06;0.005968;-0.06
5770;-0.06;0.004;0.007475;-0.06;0.005968;-0.06
5771;-0.06;0.004;0.007475;-0.06;0.006513;-0.06
5772;-0.06;0.004;0.007475;-0.06;0.007086;-0.06
5773;-0.06;0.004;0.007475;-0.06;0.007264;-0.06
5774;-0.06;0.004;0.007475;-0.06;0.008233;-0.06
5775;-0.06;0.004;0.007475;-0.06;0.00837;-0.06
5776;-0.06;0.004;0.007475;-0.06;0.008814;-0.06
5777;-0.06;0.004;0.007475;-0.06;0.009449;-0.06
5778;-0.06;0.004;0.007475;-0.06;0.009449;-0.06
5779;-0.06;0.004;0.007475;-0.06;0.009449;-0.06
5780;-0.06;0.004;0.007475;-0.059548;0.009449;-0.06
5781;-0.06;0.004;0.007475;-0.058499;0.009449;-0.06
5782;-0.06;0.004;0.007475;-0.056539;0.009449;-0.06
5783;-0.06;0.004;0.007475;-0.053787;0.00929;-0.06
5784;-0.06;0.004;0.007475;-0.049253;0.008511;-0.06
5785;-0.06;0.004;0.007475;-0.041977;0.008433;-0.06
5786;-0.06;0.001757;0.007475;-0.033692;0.008012;-0.06
5787;-0.06;-0.002595;0.007475;-0.025929;0.00741;-0.06
5788;-0.06;-0.007244;0.007475;-0.01768;0.007396;-0.06
5789;-0.06;-0.013132;0.007475;-0.011009;0.006662;-0.06
5790;-0.06;-0.02111;0.007475;-0.005881;0.006388;-0.06
5791;-0.059285;-0.02993;0.007475;-0.001718;0.006388;-0.06
5792;-0.058085;-0.038022;0.007475;0.001113;0.006388;-0.06
5793;-0.055962;-0.04529;0.007475;0.003044;0.006388;-0.059186
5794;-0.052602;-0.051493;0.007475;0.003964;0.006388;-0.05793
5795;-0.047672;-0.055847;0.007475;0.004;0.006388;-0.055617
5796;-0.039927;-0.058507;0.007475;0.003866;0.006388;-0.052133
5797;-0.031855;-0.059911;0.007475;0.002842;0.006388;-0.04723
5798;-0.023593;-0.06;0.007475;0.001567;0.006388;-0.039157
5799;-0.015653;-0.06;0.007475;-0.000138;0.006388;-0.03077
5800;-0.00958;-0.06;0.007475;-0.00186;0.006388;-0.022803
5801;-0.004605;-0.06;0.007475;-0.003426;0.006388;-0.014979
5802;-0.000858;-0.06;0.007475;-0.004848;0.006388;-0.009088
5803;0.001688;-0.06;0.007475;-0.005763;0.006388;-0.004179
5804;0.003458;-0.06;0.007475;-0.005994;0.006388;-0.000567
5805;0.004;-0.06;0.007475;-0.005188;0.006388;0.001873
5806;0.004;-0.06;0.007475;-0.004073;0.006388;0.003563
5807;0.003707;-0.06;0.007475;-0.002793;0.006388;0.004
5808;0.002486;-0.06;0.007475;-0.001085;0.006388;0.004
5809;0.001193;-0.06;0.007475;0.001044;0.006388;0.003609
5810;-0.000624;-0.06;0.007475;0.003645;0.006388;0.002364
5811;-0.002253;-0.06;0.007475;0.006798;0.006388;0.001019
5812;-0.003877;-0.06;0.007475;0.009598;0.006388;-0.000804
5813;-0.005072;-0.06;0.007475;0.012174;0.006388;-0.002401
5814;-0.005955;-0.06;0.007475;0.015165;0.006388;-0.004044
5815;-0.005925;-0.06;0.007475;0.017157;0.006388;-0.00516
5816;-0.004956;-0.06;0.007475;0.019366;0.006388;-0.005965
5817;-0.003685;-0.06;0.007475;0.020801;0.006388;-0.005826
5818;-0.002456;-0.06;0.007475;0.021832;0.006388;-0.004857
5819;-0.000544;-0.06;0.007601;0.022;0.006388;-0.003589
5820;0.001699;-0.06;0.008867;0.022;0.006388;-0.002255
5821;0.004377;-0.06;0.009058;0.021463;0.006388;-0.000362
5822;0.007405;-0.06;0.009242;0.020577;0.006388;0.002016
5823;0.010163;-0.06;0.010719;0.019761;0.006388;0.004614
5824;0.012863;-0.06;0.010768;0.019006;0.006388;0.007705
5825;0.015633;-0.06;0.011108;0.019;0.006388;0.010456
5826;0.017687;-0.06;0.012478;0.019;0.006406;0.013202
5827;0.01971;-0.06;0.012478;0.019;0.00737;0.015863
5828;0.021049;-0.06;0.013024;0.019;0.008349;0.01794
5829;0.021902;-0.06;0.014188;0.019;0.009465;0.019894
5830;0.022;-0.06;0.014188;0.019;0.010638;0.021169
5831;0.021923;-0.06;0.014939;0.019;0.011831;0.021946
5832;0.021345;-0.06;0.015898;0.019;0.012852;0.022
5833;0.020382;-0.06;0.015898;0.019;0.013968;0.021942
5834;0.019584;-0.06;0.016854;0.019;0.015141;0.021179
5835;0.019;-0.06;0.017609;0.019;0.016334;0.020283
5836;0.019;-0.06;0.017633;0.019;0.017355;0.01946
5837;0.019;-0.06;0.018745;0.018471;0.018471;0.019
5838;0.019;-0.06;0.019319;0.016765;0.019644;0.019
5839;0.019;-0.059714;0.019391;0.014999;0.020837;0.019
5840;0.019;-0.058731;0.020612;0.01321;0.02124;0.019
5841;0.019;-0.05685;0.021029;0.01047;0.02124;0.019
5842;0.019;-0.054406;0.021149;0.007739;0.02124;0.019
5843;0.019;-0.050207;0.02248;0.003951;0.02124;0.019
5844;0.019;-0.043549;0.022739;0.001398;0.02124;0.019
5845;0.019;-0.034875;0.022739;-0.001316;0.02124;0.019
5846;0.019;-0.027579;0.022739;-0.002693;0.02124;0.019
5847;0.019;-0.01912;0.022739;-0.003;0.02124;0.019
5848;0.0181;-0.012011;0.022739;-0.003;0.02124;0.019
5849;0.016502;-0.006786;0.022739;-0.002771;0.02124;0.019
5850;0.014679;-0.002325;0.022739;-0.001965;0.02124;0.017891
5851;0.012678;0.000699;0.022739;-0.001269;0.02124;0.016337
5852;0.010002;0.002722;0.022617;-0.001;0.02124;0.014556
5853;0.006974;0.003929;0.02089;-0.001;0.02124;0.012401
5854;0.003398;0.004;0.019637;-0.001;0.02124;0.009649
5855;0.00078;0.003941;0.018354;-0.001;0.02124;0.006594
5856;-0.001663;0.003093;0.016847;-0.001592;0.02124;0.003187
5857;-0.002855;0.001793;0.015641;-0.002175;0.02124;0.000451
5858;-0.003;0.000194;0.014531;-0.003001;0.02124;-0.00185
5859;-0.003;-0.001593;0.012894;-0.00377;0.02124;-0.00294
5860;-0.002572;-0.003119;0.011654;-0.004428;0.021758;-0.003
5861;-0.001907;-0.004701;0.010589;-0.005;0.022663;-0.003
5862;-0.001127;-0.005585;0.009016;-0.005461;0.023474;-0.002465
5863;-0.001;-0.005997;0.007711;-0.006;0.024302;-0.001875
5864;-0.001;-0.005367;0.006885;-0.006;0.024871;-0.001053
5865;-0.001;-0.004356;0.005309;-0.005868;0.025627;-0.001
5866;-0.001;-0.002996;0.004941;-0.005114;0.026244;-0.001
5867;-0.00179;-0.001444;0.003424;-0.005;0.026734;-0.001
5868;-0.002348;0.00051;0.003091;-0.004638;0.027648;-0.001
5869;-0.003037;0.00294;0.001722;-0.004;0.028051;-0.001897
5870;-0.003932;0.005827;0.001444;-0.003787;0.028837;-0.002443
5871;-0.004601;0.008564;0.000296;-0.003015;0.029526;-0.003091
5872;-0.005;0.011261;0.000017;-0.002861;0.030128;-0.004011
5873;-0.005634;0.014229;-0.001131;-0.002105;0.031005;-0.004701
5874;-0.006;0.016481;-0.001409;-0.002;0.031173;-0.005013
5875;-0.006;0.018669;-0.002557;-0.001621;0.031173;-0.005732
5876;-0.005773;0.020363;-0.002836;-0.001;0.030487;-0.006
5877;-0.005035;0.021504;-0.003984;-0.001;0.029774;-0.006
5878;-0.005;0.022;-0.004262;-0.001;0.029659;-0.005697
5879;-0.004464;0.022;-0.00541;-0.001;0.028453;-0.005
5880;-0.004;0.021677;-0.005689;-0.001;0.028307;-0.004993
5881;-0.00362;0.020962;-0.006837;-0.001477;0.027875;-0.00436
5882;-0.003008;0.019964;-0.007115;-0.002;0.02684;-0.004
5883;-0.002759;0.019119;-0.008263;-0.002;0.02684;-0.003517
5884;-0.002033;0.019;-0.008542;-0.002624;0.026287;-0.003
5885;-0.002;0.019;-0.00969;-0.003;0.025366;-0.002681
5886;-0.001448;0.019;-0.00969;-0.003;0.025366;-0.002
5887;-0.001;0.019;-0.00969;-0.003;0.024694;-0.001992
5888;-0.001;0.019;-0.00969;-0.003;0.023893;-0.001345
5889;-0.001;0.019;-0.00969;-0.003;0.023893;-0.001
5890;-0.001;0.019;-0.00969;-0.003356;0.023101;-0.001
5891;-0.001;0.019;-0.00932;-0.004118;0.022419;-0.001
5892;-0.00165;0.019;-0.008252;-0.00496;0.022419;-0.001
5893;-0.002;0.019;-0.008232;-0.005643;0.022419;-0.001014
5894;-0.002;0.019;-0.00823;-0.006;0.022419;-0.001748
5895;-0.002798;0.019;-0.007107;-0.00627;0.022419;-0.002
5896;-0.003;0.018933;-0.006857;-0.006969;0.022419;-0.002023
5897;-0.003;0.016993;-0.006814;-0.007;0.022419;-0.002886
5898;-0.003;0.015518;-0.005627;-0.007;0.022419;-0.003
5899;-0.003;0.013752;-0.005481;-0.007;0.022419;-0.003
5900;-0.003;0.01104;-0.005481;-0.007;0.022419;-0.003
5901;-0.003526;0.00869;-0.005481;-0.007;0.022419;-0.003
5902;-0.004266;0.005227;-0.005481;-0.007;0.022419;-0.003
5903;-0.004987;0.002183;-0.005481;-0.007;0.022419;-0.003638
5904;-0.005797;-0.000266;-0.005481;-0.007;0.022419;-0.004356
5905;-0.006;-0.002238;-0.005481;-0.007;0.022419;-0.005025
5906;-0.006404;-0.002981;-0.005481;-0.007;0.022419;-0.005896
5907;-0.007;-0.003;-0.005481;-0.007;0.022419;-0.006
5908;-0.007;-0.003;-0.005481;-0.007;0.022419;-0.00651
5909;-0.007;-0.002192;-0.005481;-0.007;0.022419;-0.007
5910;-0.007;-0.00165;-0.005481;-0.007;0.022419;-0.007
5911;-0.007;-0.001005;-0.005481;-0.007;0.022419;-0.007
5912;-0.007;-0.001;-0.005481;-0.007;0.022419;-0.007
5913;-0.007;-0.001;-0.005481;-0.006892;0.022419;-0.007
5914;-0.007;-0.001;-0.005481;-0.006117;0.022419;-0.007
5915;-0.007;-0.001223;-0.005481;-0.005527;0.022419;-0.007
5916;-0.007;-0.001947;-0.005481;-0.004348;0.022419;-0.007
5917;-0.007;-0.002715;-0.005481;-0.002897;0.022419;-0.007
5918;-0.007;-0.003336;-0.005481;-0.001197;0.022419;-0.007
5919;-0.007;-0.004085;-0.005481;0.000113;0.022419;-0.007
5920;-0.007;-0.004859;-0.005481;0.000968;0.022419;-0.007
5921;-0.007;-0.005105;-0.005481;0.001;0.022419;-0.007
5922;-0.007;-0.005872;-0.005481;0.000914;0.022419;-0.007
5923;-0.007;-0.006;-0.005481;0.000167;0.022419;-0.007
5924;-0.006821;-0.006;-0.005481;-0.000616;0.023032;-0.007
5925;-0.006048;-0.005466;-0.005481;-0.00123;0.023446;-0.007
5926;-0.005365;-0.005;-0.005481;-0.001991;0.023446;-0.006752
5927;-0.004134;-0.004955;-0.005481;-0.002;0.023446;-0.00598
5928;-0.002743;-0.004167;-0.005481;-0.002;0.023446;-0.005192
5929;-0.000984;-0.004;-0.005481;-0.002;0.024033;-0.003931
5930;0.000256;-0.003285;-0.005481;-0.001959;0.024544;-0.002599
5931;0.00098;-0.003;-0.005481;-0.001216;0.024544;-0.000773
5932;0.001;-0.002449;-0.005481;-0.000756;0.024739;0.000411
5933;0.000886;-0.002;-0.005481;0.000186;0.025574;0.001
5934;0.000088;-0.001945;-0.005481;0.001117;0.0256;0.001
5935;-0.000723;-0.00116;-0.005481;0.002138;0.025636;0.000846
5936;-0.001339;-0.001;-0.005481;0.003211;0.026395;-0.000003
5937;-0.001989;-0.001;-0.005481;0.004;0.026659;-0.000849
5938;-0.002;-0.001;-0.005481;0.004;0.026659;-0.001457
5939;-0.002;-0.001;-0.005481;0.003915;0.026659;-0.002
5940;-0.002;-0.001115;-0.005481;0.00293;0.026659;-0.002
5941;-0.001955;-0.001878;-0.005481;0.001341;0.026884;-0.002
5942;-0.001112;-0.002;-0.005263;-0.000401;0.027985;-0.002
5943;-0.000643;-0.002205;-0.002761;-0.001591;0.028889;-0.001939
5944;0.000265;-0.002936;-0.000399;-0.002541;0.029789;-0.001
5945;0.001218;-0.003;0.002042;-0.003;0.030705;-0.00052
5946;0.002264;-0.003;0.004357;-0.003;0.031639;0.000364
5947;0.003334;-0.003;0.006798;-0.002858;0.032539;0.00134
5948;0.003995;-0.003;0.009006;-0.002567;0.03344;0.00241
5949;0.004;-0.003058;0.01166;-0.002509;0.034342;0.00348
5950;0.003882;-0.003804;0.01385;-0.002;0.035271;0.004
5951;0.002756;-0.004559;0.016083;-0.002;0.036226;0.004
5952;0.001159;-0.005158;0.017894;-0.002;0.037042;0.00384
5953;-0.000516;-0.005992;0.01984;-0.002;0.037145;0.002541
5954;-0.001742;-0.006;0.021879;-0.002;0.037145;0.000944
5955;-0.002567;-0.00672;0.023442;-0.002;0.037145;-0.000684
5956;-0.003;-0.007;0.023602;-0.002;0.037145;-0.001813
5957;-0.003;-0.007;0.022491;-0.002;0.037145;-0.002759
5958;-0.002909;-0.007;0.022051;-0.002;0.037145;-0.003
5959;-0.002453;-0.007;0.02126;-0.002;0.037145;-0.003
5960;-0.002376;-0.007;0.02047;-0.002;0.037145;-0.002754
5961;-0.002;-0.007;0.019993;-0.002;0.037145;-0.002589
5962;-0.002;-0.007;0.018906;-0.002;0.037145;-0.002406
5963;-0.002;-0.007;0.01897;-0.002;0.037145;-0.002
5964;-0.002;-0.007;0.019905;-0.002;0.036824;-0.002
5965;-0.002;-0.007;0.020932;-0.001977;0.035976;-0.002
5966;-0.002;-0.007;0.021973;-0.001147;0.034917;-0.002
5967;-0.002;-0.007;0.023025;0.000041;0.034087;-0.002
5968;-0.002;-0.007;0.024087;0.001808;0.033073;-0.002
5969;-0.002;-0.007;0.025156;0.004941;0.0322;-0.002
5970;-0.002;-0.007;0.02623;0.00913;0.0322;-0.002
5971;-0.002;-0.007;0.027308;0.01322;0.030431;-0.002
5972;-0.002;-0.007;0.02831;0.01727;0.030312;-0.002
5973;-0.002;-0.006578;0.02845;0.020771;0.030312;-0.002
5974;-0.002;-0.005967;0.02845;0.023347;0.030312;-0.002
5975;-0.002;-0.004965;0.02845;0.024965;0.029995;-0.002
5976;-0.001972;-0.003685;0.02845;0.025779;0.028465;-0.002
5977;-0.001084;-0.002358;0.02845;0.024971;0.028463;-0.002
5978;0.000159;-0.000724;0.02845;0.023712;0.028424;-0.001915
5979;0.001986;0.000402;0.02845;0.020729;0.028424;-0.000932
5980;0.005093;0.001;0.02845;0.016844;0.028424;0.000338
5981;0.009476;0.001;0.02845;0.011815;0.028424;0.00236
5982;0.013497;0.00087;0.02845;0.006884;0.028424;0.005674
5983;0.017534;0.000069;0.02845;0.003214;0.028424;0.010088
5984;0.020973;-0.000717;0.02845;0.000456;0.028424;0.01408
5985;0.023512;-0.001342;0.02845;-0.000888;0.028424;0.018075
5986;0.025053;-0.002;0.02845;-0.001;0.028424;0.02136
5987;0.025792;-0.002;0.02845;-0.001;0.028424;0.023804
5988;0.024902;-0.002;0.02845;-0.000505;0.028424;0.025193
5989;0.023596;-0.002;0.02845;0.00004;0.028424;0.025786
5990;0.020776;-0.001904;0.02845;0.000855;0.028424;0.02476
5991;0.016866;-0.001149;0.02845;0.00104;0.028424;0.023227
5992;0.012117;-0.000634;0.02845;0.001855;0.028424;0.020335
5993;0.007332;0.000249;0.028576;0.002;0.028424;0.016453
5994;0.00341;0.001226;0.02973;0.002;0.028424;0.011343
5995;0.00073;0.002296;0.030501;0.002;0.028424;0.006737
5996;-0.000902;0.003366;0.031152;0.00131;0.028424;0.003028
5997;-0.001;0.004;0.032221;0.000886;0.028424;0.000446
5998;-0.001;0.004;0.032993;0.000102;0.028424;-0.000988
5999;-0.000596;0.003864;0.03366;-0.000666;0.028424;-0.001
6000;0;0.002682;0.034649;-0.001105;0.028424;-0.001
6001;0.000804;0.00111;0.03547;-0.00187;0.028424;-0.000473
6002;0.001;-0.000684;0.036083;-0.002233;0.028424;0.000031
6003;0.001804;-0.001764;0.037025;-0.003;0.028424;0.000896
6004;0.002;-0.002693;0.037025;-0.003853;0.028424;0.001031
6005;0.002;-0.003;0.037025;-0.004582;0.028424;0.001896
6006;0.002;-0.003;0.037025;-0.005456;0.028424;0.002
6007;0.001404;-0.002759;0.037025;-0.006102;0.028424;0.002
6008;0.000959;-0.002558;0.037025;-0.006865;0.028424;0.001985
6009;0.000138;-0.002352;0.037025;-0.007268;0.028424;0.001297
6010;-0.000533;-0.002;0.037025;-0.008;0.028424;0.000962
6011;-0.001075;-0.002;0.035904;-0.008127;0.028424;0.000016
6012;-0.001729;-0.002;0.033083;-0.008911;0.028424;-0.000648
6013;-0.00206;-0.002;0.030461;-0.009;0.028424;-0.001112
6014;-0.003;-0.002;0.028261;-0.009;0.028424;-0.0018
6015;-0.003676;-0.002;0.026377;-0.00896;0.028424;-0.00217
6016;-0.004409;-0.002;0.024939;-0.00825;0.028424;-0.003
6017;-0.005267;-0.002;0.023858;-0.008;0.028424;-0.00379
6018;-0.006002;-0.002;0.022851;-0.007653;0.028424;-0.004518
6019;-0.00678;-0.002;0.021898;-0.007;0.028424;-0.005387
6020;-0.007083;-0.002;0.021267;-0.006957;0.028424;-0.006064
6021;-0.008;-0.002;0.020203;-0.006245;0.028424;-0.006833
6022;-0.008003;-0.002;0.019393;-0.006;0.028424;-0.007198
6023;-0.00885;-0.002;0.018745;-0.006;0.028424;-0.008
6024;-0.009;-0.002;0.017681;-0.006;0.026657;-0.00808
6025;-0.009;-0.001857;0.016871;-0.005449;0.026536;-0.008888
6026;-0.008999;-0.000898;0.016222;-0.005;0.026536;-0.009
6027;-0.008395;0.000407;0.015158;-0.005;0.026536;-0.009
6028;-0.008;0.002515;0.014348;-0.005;0.024768;-0.008976
6029;-0.007837;0.005985;0.013639;-0.005146;0.024647;-0.008304
6030;-0.007;0.01031;0.012693;-0.005945;0.024647;-0.008
6031;-0.006999;0.014321;0.011631;-0.006;0.024647;-0.007722
6032;-0.006387;0.018295;0.011392;-0.00633;0.02288;-0.007
6033;-0.006;0.02151;0.011392;-0.007022;0.022759;-0.006974
6034;-0.006;0.023921;0.011392;-0.007715;0.022759;-0.006297
6035;-0.006;0.025228;0.011661;-0.008462;0.022759;-0.006
6036;-0.005633;0.025754;0.013144;-0.009031;0.020992;-0.006
6037;-0.005;0.02483;0.014557;-0.009732;0.020871;-0.006
6038;-0.005;0.023215;0.016017;-0.01;0.020871;-0.005519
6039;-0.005;0.020623;0.017522;-0.01;0.020871;-0.005
6040;-0.005003;0.017071;0.018994;-0.009833;0.019104;-0.005
6041;-0.005903;0.012558;0.01993;-0.008906;0.018983;-0.005
6042;-0.006;0.008655;0.020576;-0.008;0.018983;-0.005092
6043;-0.006145;0.004454;0.021656;-0.00681;0.018983;-0.00593
6044;-0.007;0.001692;0.022734;-0.005377;0.018983;-0.006
6045;-0.007552;-0.000501;0.023545;-0.004005;0.018983;-0.00626
6046;-0.008278;-0.001;0.02482;-0.002591;0.018983;-0.007012
6047;-0.009001;-0.001;0.025706;-0.001538;0.018983;-0.007655
6048;-0.009578;-0.000916;0.026812;-0.000493;0.018983;-0.008393
6049;-0.01;-0.000083;0.028112;0.000046;0.018983;-0.009018
6050;-0.01;0.000401;0.028435;0.000761;0.018983;-0.009675
6051;-0.009996;0.001;0.028435;0.001;0.018983;-0.01
6052;-0.009033;0.001401;0.028435;0.001;0.018983;-0.01
6053;-0.008199;0.002;0.028435;0.001;0.018983;-0.009894
